,gene_name,gene_num
52282,CTD-2278I10.6,ENSG00000269307
52283,MAGIX,ENSG00000269313
52284,CTC-457E21.4,ENSG00000269316
52285,AC007292.3,ENSG00000269318
52286,VN1R93P,ENSG00000269320
52287,CTC-453G23.4,ENSG00000269321
52288,GOLGA2P9,ENSG00000269332
52289,IKBKG,ENSG00000269335
52290,ZNF587B,ENSG00000269343
52291,VN1R85P,ENSG00000269345
52292,CTD-3099C6.5,ENSG00000269349
52293,CTD-2278I10.1,ENSG00000269350
52294,PTOV1-AS2,ENSG00000269352
52295,AC092071.1,ENSG00000269353
52296,AC005626.3,ENSG00000269354
52297,RP11-120K24.4,ENSG00000269356
52298,LINC01233,ENSG00000269364
52299,RP11-380M21.4,ENSG00000269365
52300,CTD-2207O23.11,ENSG00000269371
52301,CTD-2542C24.3,ENSG00000269373
52302,CTB-50E14.5,ENSG00000269374
52303,RP11-120K24.5,ENSG00000269376
52304,ITGB1P1,ENSG00000269378
52305,RP11-292K15.2,ENSG00000269383
52306,CTC-312O10.2,ENSG00000269385
52307,RAB11B-AS1,ENSG00000269386
52308,RP11-298J23.8,ENSG00000269387
52309,AC018755.16,ENSG00000269388
52310,RP11-194G10.3,ENSG00000269391
52311,CTB-191K22.6,ENSG00000269392
52312,CTB-92J24.2,ENSG00000269397
52313,CTD-3222D19.12,ENSG00000269399
52314,CTD-2529P6.4,ENSG00000269400
52315,CTD-2616J11.11,ENSG00000269403
52316,SPIB,ENSG00000269404
52317,NXF2,ENSG00000269405
52318,LINC01224,ENSG00000269416
52319,CTD-2538G9.3,ENSG00000269419
52320,PLA2G4C-AS1,ENSG00000269420
52321,ZNF92P3,ENSG00000269421
52322,AC007292.7,ENSG00000269425
52323,CTC-429P9.1,ENSG00000269427
52324,BNIP3P8,ENSG00000269431
52325,OPN1MW3,ENSG00000269433
52326,NXF2B,ENSG00000269437
52327,CTD-3131K8.2,ENSG00000269439
52328,CTB-180A7.6,ENSG00000269444
52329,AC067969.1,ENSG00000269445
52330,RP4-639J15.3,ENSG00000269446
52331,CTD-2579N5.4,ENSG00000269458
52332,AC093063.3,ENSG00000269460
52333,RP11-727F15.13,ENSG00000269463
52334,RP11-432M8.17,ENSG00000269466
52335,CTD-3148I10.9,ENSG00000269469
52336,RP11-15H20.2,ENSG00000269471
52337,CTD-2619J13.19,ENSG00000269473
52338,CH17-38B12.4,ENSG00000269475
52339,CTD-2583A14.9,ENSG00000269476
52340,CTD-3032J10.3,ENSG00000269480
52341,CTD-2521M24.6,ENSG00000269481
52342,Z69720.2,ENSG00000269482
52343,LLNLF-191C12.1,ENSG00000269483
52344,CTC-360G5.9,ENSG00000269486
52345,CTB-174O21.2,ENSG00000269487
52346,RP11-98D18.17,ENSG00000269489
52347,CTB-147C22.8,ENSG00000269495
52348,DMRTC1,ENSG00000269502
52349,AC003973.4,ENSG00000269504
52350,ZNF92P2,ENSG00000269505
52351,RP11-571I18.5,ENSG00000269506
52352,BNIP3P34,ENSG00000269509
52353,RP11-370I10.12,ENSG00000269514
52354,CYP4F23P,ENSG00000269516
52355,AC005176.1,ENSG00000269519
52356,CTB-83J4.1,ENSG00000269524
52357,ERVV-1,ENSG00000269526
52358,AC003002.6,ENSG00000269533
52359,CTC-453G23.5,ENSG00000269534
52360,CTD-2525I3.6,ENSG00000269535
52361,CTD-2126E3.5,ENSG00000269540
52362,CTD-2291D10.3,ENSG00000269543
52363,none,ENSG00000269545
52364,CLIC4P2,ENSG00000269546
52365,CTC-360G5.8,ENSG00000269547
52366,RP3-461P17.10,ENSG00000269549
52367,OR7A8P,ENSG00000269552
52368,U62631.5,ENSG00000269553
52369,TMEM185A,ENSG00000269556
52370,RP11-629B11.5,ENSG00000269559
52371,CTD-2192J16.21,ENSG00000269560
52372,AC008753.4,ENSG00000269564
52373,GPR32P1,ENSG00000269565
52374,CMB9-55A18.1,ENSG00000269570
52375,MTDHP5,ENSG00000269575
52376,HNRNPMP2,ENSG00000269576
52377,CTD-3222D19.5,ENSG00000269578
52378,SIGLEC27P,ENSG00000269580
52379,L34079.4,ENSG00000269583
52380,TDGF1P7,ENSG00000269584
52381,CT45A10,ENSG00000269586
52382,CTB-60E11.11,ENSG00000269588
52383,CTD-2192J16.24,ENSG00000269590
52384,RP11-261P24.2,ENSG00000269599
52385,AC016629.3,ENSG00000269600
52386,AC005523.2,ENSG00000269604
52387,CTB-167G5.3,ENSG00000269608
52388,RPARP-AS1,ENSG00000269609
52389,MTDHP2,ENSG00000269615
52390,RP11-98D18.15,ENSG00000269621
52391,TP53TG3HP,ENSG00000269622
52392,AC004257.1,ENSG00000269635
52393,RPL12P41,ENSG00000269637
52394,CTD-2331H12.7,ENSG00000269646
52395,CTD-3020H12.3,ENSG00000269651
52396,CTD-2195B23.3,ENSG00000269652
52397,CTB-102L5.7,ENSG00000269653
52398,GLTSCR2-AS1,ENSG00000269656
52399,BNIP3P39,ENSG00000269662
52400,RP11-542M13.2,ENSG00000269667
52401,OR7A18P,ENSG00000269678
52402,CTD-3128G10.6,ENSG00000269680
52403,CTD-3187F8.6,ENSG00000269681
52404,AC008982.2,ENSG00000269688
52405,FKBP4P2,ENSG00000269692
52406,CTD-2192J16.20,ENSG00000269693
52407,AC005197.2,ENSG00000269694
52408,AC007228.11,ENSG00000269696
52409,ZIM2,ENSG00000269699
52410,CTB-60B18.15,ENSG00000269706
52411,RP11-13J10.1,ENSG00000269707
52412,CTD-3214H19.16,ENSG00000269711
52413,NBPF9,ENSG00000269713
52414,CTD-2521M24.13,ENSG00000269720
52415,RPL23AP51,ENSG00000269721
52416,AC006262.4,ENSG00000269729
52417,WBP1LP7,ENSG00000269732
52418,CTD-2521M24.11,ENSG00000269736
52419,RP11-345P4.6,ENSG00000269737
52420,CTC-518B2.8,ENSG00000269741
52421,BNIP3P29,ENSG00000269742
52422,SLC25A53,ENSG00000269743
52423,AC006262.10,ENSG00000269745
52424,AC005614.5,ENSG00000269749
52425,CTD-3149D2.3,ENSG00000269752
52426,CTD-3105H18.18,ENSG00000269755
52427,CTD-2245F17.9,ENSG00000269758
52428,RP11-1137G4.4,ENSG00000269761
52429,EXOSC3P2,ENSG00000269763
52430,CTB-187L3.1,ENSG00000269765
52431,DPPA5P1,ENSG00000269776
52432,CTD-2542C24.2,ENSG00000269779
52433,MIR1470,ENSG00000269782
52434,CTC-258N23.3,ENSG00000269786
52435,OR7A3P,ENSG00000269787
52436,SSX4B,ENSG00000269791
52437,CTB-60E11.9,ENSG00000269792
52438,ZIM2-AS1,ENSG00000269793
52439,AC010642.2,ENSG00000269794
52440,AC011516.1,ENSG00000269796
52441,CTD-2538G9.6,ENSG00000269799
52442,PLEKHA3P1,ENSG00000269800
52443,CTB-180A7.3,ENSG00000269802
52444,GLTSCR1-AS1,ENSG00000269806
52445,AC007292.4,ENSG00000269807
52446,SCGB2B3P,ENSG00000269811
52447,CTD-3193O13.14,ENSG00000269813
52448,CTC-273B12.10,ENSG00000269814
52449,CTD-2278I10.4,ENSG00000269815
52450,KCNQ1OT1,ENSG00000269821
52451,CTD-3099C6.9,ENSG00000269825
52452,RP11-158I3.3,ENSG00000269826
52453,RP11-11A5.1,ENSG00000269833
52454,ZNF528-AS1,ENSG00000269834
52455,CTD-3032J10.4,ENSG00000269836
52456,IPO5P1,ENSG00000269837
52457,CTD-3233P19.7,ENSG00000269839
52458,MIR519A2,ENSG00000269842
52459,CTC-490E21.10,ENSG00000269843
52460,RP11-420K14.6,ENSG00000269845
52461,RP4-621N11.2,ENSG00000269846
52462,RP11-1281K21.9,ENSG00000269848
52463,RNF225,ENSG00000269855
52464,EGLN2,ENSG00000269858
52465,CTD-2537I9.16,ENSG00000269859
52466,CTD-2583A14.8,ENSG00000269867
52467,CTD-2587H19.3,ENSG00000269873
52468,MIR371B,ENSG00000269877
52469,AC004754.3,ENSG00000269881
52470,RP11-463C8.7,ENSG00000269883
52471,VN1R79P,ENSG00000269885
52472,RP11-266J6.2,ENSG00000269886
52473,RP11-477H21.2,ENSG00000269887
52474,RP11-3P17.5,ENSG00000269888
52475,RP11-816J6.3,ENSG00000269889
52476,RP5-1139B12.2,ENSG00000269890
52477,ARHGAP19-SLIT1,ENSG00000269891
52478,RP4-761J14.10,ENSG00000269892
52479,SNHG8,ENSG00000269893
52480,RP11-1020A11.1,ENSG00000269894
52481,AP000654.4,ENSG00000269895
52482,RP4-740C4.5,ENSG00000269896
52483,COMMD3-BMI1,ENSG00000269897
52484,RP11-568J23.4,ENSG00000269898
52485,RP11-589N15.2,ENSG00000269899
52486,RMRP,ENSG00000269900
52487,RP11-178L8.9,ENSG00000269901
52488,RP6-99M1.3,ENSG00000269902
52489,RP11-571M6.18,ENSG00000269903
52490,MAP2K4P1,ENSG00000269904
52491,RP11-248J18.2,ENSG00000269906
52492,RP11-330M2.4,ENSG00000269907
52493,none,ENSG00000269908
52494,RP11-73M18.10,ENSG00000269910
52495,RP1-172N19.5,ENSG00000269911
52496,AP006621.9,ENSG00000269915
52497,RP11-193M21.1,ENSG00000269916
52498,AF131215.9,ENSG00000269918
52499,RP1-134E15.3,ENSG00000269919
52500,none,ENSG00000269920
52501,RP11-646I6.5,ENSG00000269921
52502,RP11-697N18.4,ENSG00000269924
52503,RP3-467L1.6,ENSG00000269925
52504,RP11-442H21.2,ENSG00000269926
52505,RP6-91H8.3,ENSG00000269927
52506,RP11-2B6.2,ENSG00000269929
52507,RP11-932O9.9,ENSG00000269930
52508,RP5-1069C8.3,ENSG00000269931
52509,RP3-333A15.2,ENSG00000269933
52510,RP5-1139B12.3,ENSG00000269934
52511,RP11-482M8.3,ENSG00000269935
52512,none,ENSG00000269936
52513,RP11-20I23.8,ENSG00000269937
52514,RP11-214K3.20,ENSG00000269938
52515,PCF11-AS1,ENSG00000269939
52516,RP11-73M18.7,ENSG00000269940
52517,RP5-1172N10.4,ENSG00000269941
52518,RP11-770J1.7,ENSG00000269944
52519,RP6-91H8.5,ENSG00000269945
52520,RP11-2B6.3,ENSG00000269946
52521,RP11-849F2.9,ENSG00000269947
52522,none,ENSG00000269948
52523,RP11-738E22.3,ENSG00000269949
52524,AP000962.2,ENSG00000269950
52525,RP11-797A18.6,ENSG00000269951
52526,RP11-324I22.3,ENSG00000269952
52527,RP11-148O21.6,ENSG00000269954
52528,C7orf55-LUC7L2,ENSG00000269955
52529,MKNK1-AS1,ENSG00000269956
52530,RP11-20A20.2,ENSG00000269957
52531,RP11-73M18.8,ENSG00000269958
52532,SPACA6P-AS,ENSG00000269959
52533,CTD-2033C11.1,ENSG00000269961
52534,MEI4,ENSG00000269964
52535,RP3-331H24.5,ENSG00000269966
52536,RP11-84A19.4,ENSG00000269967
52537,RP5-940J5.9,ENSG00000269968
52538,RP11-498E2.9,ENSG00000269970
52539,RP3-426I6.5,ENSG00000269971
52540,RP3-430N8.10,ENSG00000269972
52541,RP11-95D17.1,ENSG00000269973
52542,RP11-932O9.10,ENSG00000269974
52543,RP11-130L8.2,ENSG00000269976
52544,RP11-338N10.3,ENSG00000269978
52545,RP11-282O18.7,ENSG00000269980
52546,RP11-34P13.16,ENSG00000269981
52547,RP11-1020A11.2,ENSG00000269982
52548,RP11-497H16.9,ENSG00000269983
52549,RP11-362K14.5,ENSG00000269984
52550,RP1-232P20.1,ENSG00000269985
52551,RP11-96H17.3,ENSG00000269986
52552,RP3-430N8.11,ENSG00000269987
52553,RP11-635N19.3,ENSG00000269989
52554,AF003625.3,ENSG00000269993
52555,RP11-276H19.2,ENSG00000269994
52556,RP11-214K3.21,ENSG00000269997
52557,RP11-272L13.3,ENSG00000269998
52558,RP3-449M8.9,ENSG00000270000
52559,RP11-218C14.8,ENSG00000270001
52560,RP11-93H12.4,ENSG00000270002
52561,RP11-178L8.7,ENSG00000270006
52562,RP11-298P3.4,ENSG00000270008
52563,none,ENSG00000270010
52564,ZNF559-ZNF177,ENSG00000270011
52565,LL0XNC01-7P3.1,ENSG00000270012
52566,RP11-540B6.6,ENSG00000270015
52567,RP11-932O9.8,ENSG00000270016
52568,CTD-2576F9.2,ENSG00000270017
52569,RP11-141B14.1,ENSG00000270019
52570,RP11-463O9.9,ENSG00000270020
52571,CTC-203F4.2,ENSG00000270021
52572,RNU12,ENSG00000270022
52573,C8orf44-SGK3,ENSG00000270024
52574,BMS1P7,ENSG00000270025
52575,RP11-380L11.4,ENSG00000270028
52576,RP11-326C3.13,ENSG00000270030
52577,RP3-426I6.6,ENSG00000270031
52578,RP11-51L5.7,ENSG00000270033
52579,RP11-338N10.2,ENSG00000270035
52580,RP11-685G9.4,ENSG00000270036
52581,RP11-1070N10.7,ENSG00000270038
52582,RP11-571M6.17,ENSG00000270039
52583,RP11-416A14.1,ENSG00000270040
52584,RP11-214K3.22,ENSG00000270048
52585,RP11-297D21.4,ENSG00000270049
52586,RP4-769N13.7,ENSG00000270050
52587,WI2-80269A6.1,ENSG00000270052
52588,CTD-3092A11.2,ENSG00000270055
52589,RP11-514D23.3,ENSG00000270058
52590,RP11-88H12.2,ENSG00000270059
52591,RP11-390K5.6,ENSG00000270060
52592,RP11-214K3.19,ENSG00000270061
52593,RP11-248J18.3,ENSG00000270062
52594,SCARNA2,ENSG00000270066
52595,CTC-487M23.5,ENSG00000270067
52596,RP4-761J14.9,ENSG00000270068
52597,MIR222HG,ENSG00000270069
52598,AP001172.2,ENSG00000270071
52599,RP11-750H9.7,ENSG00000270072
52600,TSPY6P,ENSG00000270073
52601,RP11-351I21.11,ENSG00000270074
52602,RP11-127L20.5,ENSG00000270075
52603,AF131215.8,ENSG00000270076
52604,KB-1958F4.1,ENSG00000270077
52605,RP11-178L8.8,ENSG00000270082
52606,RP1-257I20.14,ENSG00000270083
52607,GAS5-AS1,ENSG00000270084
52608,RP11-399K21.11,ENSG00000270087
52609,RP11-529E10.7,ENSG00000270090
52610,RP11-78O7.2,ENSG00000270091
52611,AP000473.8,ENSG00000270093
52612,RP11-245P10.8,ENSG00000270094
52613,RP11-214K3.18,ENSG00000270095
52614,RP11-362K14.6,ENSG00000270096
52615,LDHAL6EP,ENSG00000270098
52616,RP11-248J23.7,ENSG00000270099
52617,RP11-130L8.1,ENSG00000270100
52618,RNU11,ENSG00000270103
52619,RP11-245P10.6,ENSG00000270104
52620,RP11-326C3.14,ENSG00000270105
52621,TSNAX-DISC1,ENSG00000270106
52622,RP11-73M18.6,ENSG00000270108
52623,RP5-1139B12.4,ENSG00000270110
52624,RP11-271F18.4,ENSG00000270111
52625,RP11-742D12.2,ENSG00000270112
52626,RP5-1048B16.1,ENSG00000270114
52627,RP11-415J8.7,ENSG00000270115
52628,AP001429.1,ENSG00000270116
52629,AP000769.7,ENSG00000270117
52630,RP11-57A19.5,ENSG00000270118
52631,RP11-327F22.6,ENSG00000270120
52632,VTRNA2-1,ENSG00000270123
52633,RP11-118F19.1,ENSG00000270124
52634,RP11-526I2.5,ENSG00000270127
52635,RP11-214K3.23,ENSG00000270130
52636,KB-1043D8.8,ENSG00000270131
52637,WISP1-OT1,ENSG00000270132
52638,CTC-303L1.2,ENSG00000270133
52639,RP11-362K14.7,ENSG00000270135
52640,MINOS1-NBL1,ENSG00000270136
52641,CTC-137K3.1,ENSG00000270137
52642,AP001172.3,ENSG00000270139
52643,RP5-1021I20.6,ENSG00000270140
52644,TERC,ENSG00000270141
52645,RP11-646I6.6,ENSG00000270147
52646,RP11-544M22.13,ENSG00000270149
52647,RP11-419I17.2,ENSG00000270154
52648,RP5-894A10.6,ENSG00000270157
52649,RP11-568J23.6,ENSG00000270159
52650,RP11-264E20.2,ENSG00000270160
52651,LINC01480,ENSG00000270164
52652,RP11-167P11.2,ENSG00000270165
52653,RP11-158D2.1,ENSG00000270166
52654,LA16c-380H5.3,ENSG00000270168
52655,NCBP2-AS2,ENSG00000270170
52656,RP11-338N10.1,ENSG00000270171
52657,RP1-256G22.2,ENSG00000270174
52658,RP11-793H13.11,ENSG00000270175
52659,CTD-2410N18.3,ENSG00000270177
52660,RP11-494H4.3,ENSG00000270178
52661,RP11-159N11.4,ENSG00000270179
52662,BIVM-ERCC5,ENSG00000270181
52663,RP1-170O19.24,ENSG00000270182
52664,RP11-568J23.5,ENSG00000270184
52665,IGHD1OR15-1B,ENSG00000270185
52666,IGKV1OR2-11,ENSG00000270187
52667,MTRNR2L11,ENSG00000270188
52668,RP11-258C19.7,ENSG00000270189
52669,RP11-803D5.4,ENSG00000270190
52670,BNIP3P31,ENSG00000270191
52671,MRPS35P3,ENSG00000270192
52672,RP11-440D17.2,ENSG00000270193
52673,RP11-259K5.2,ENSG00000270194
52674,RP11-572O17.1,ENSG00000270195
52675,RP11-550A18.1,ENSG00000270196
52676,RP5-1136G13.1,ENSG00000270200
52677,RP11-89C3.2,ENSG00000270202
52678,RP11-172C16.5,ENSG00000270204
52679,RP11-157E16.1,ENSG00000270207
52680,RP4-592A1.4,ENSG00000270209
52681,RP11-373D23.3,ENSG00000270210
52682,CTD-2540B15.12,ENSG00000270212
52683,RP11-325L12.5,ENSG00000270218
52684,DUXAP11,ENSG00000270222
52685,RP13-36G14.4,ENSG00000270223
52686,MTCO2P22,ENSG00000270225
52687,AC006548.26,ENSG00000270226
52688,RP11-453E17.3,ENSG00000270228
52689,MTND6P22,ENSG00000270230
52690,NBPF8,ENSG00000270231
52691,MTCYBP22,ENSG00000270232
52692,RP11-575N15.1,ENSG00000270234
52693,RP11-265B8.5,ENSG00000270236
52694,AC015849.2,ENSG00000270240
52695,RP4-657M3.2,ENSG00000270241
52696,ACTR3BP1,ENSG00000270242
52697,RP11-779O18.4,ENSG00000270243
52698,RP11-123J14.4,ENSG00000270244
52699,RP11-701H24.8,ENSG00000270246
52700,CTC-471J1.10,ENSG00000270248
52701,RP11-514P8.7,ENSG00000270249
52702,RP6-166C19.13,ENSG00000270251
52703,IGKV3OR2-5,ENSG00000270252
52704,RP11-420B22.2,ENSG00000270255
52705,RP11-17P16.2,ENSG00000270257
52706,DUXAP4,ENSG00000270258
52707,RP13-122B23.9,ENSG00000270259
52708,NDUFB8P2,ENSG00000270264
52709,RP11-731D1.4,ENSG00000270265
52710,RP1-164L12.1,ENSG00000270268
52711,IMMP1LP1,ENSG00000270269
52712,BNIP3P10,ENSG00000270270
52713,RP11-242C24.3,ENSG00000270273
52714,TRMT112P7,ENSG00000270275
52715,HIST2H4B,ENSG00000270276
52716,RP11-65L3.2,ENSG00000270277
52717,RP4-806M20.5,ENSG00000270279
52718,RP11-265D20.1,ENSG00000270280
52719,CTC-523E23.10,ENSG00000270281
52720,RP5-1115A15.2,ENSG00000270282
52721,RP11-1029M24.4,ENSG00000270285
52722,RP11-118H4.3,ENSG00000270287
52723,RP11-512G4.1,ENSG00000270289
52724,RP11-453E17.4,ENSG00000270292
52725,CTC-360J11.5,ENSG00000270293
52726,XIAPP1,ENSG00000270294
52727,STX8P1,ENSG00000270296
52728,RP5-850E9.3,ENSG00000270299
52729,PHACTR2P1,ENSG00000270300
52730,WI2-2334D6.1,ENSG00000270301
52731,RP11-461L13.4,ENSG00000270302
52732,RP11-597G23.1,ENSG00000270304
52733,RP3-437C15.2,ENSG00000270306
52734,MTATP6P2,ENSG00000270307
52735,RP3-377O6.2,ENSG00000270308
52736,COX6CP16,ENSG00000270313
52737,GS1-165B14.2,ENSG00000270314
52738,BORCS7-ASMT,ENSG00000270316
52739,AC004004.2,ENSG00000270317
52740,IGHV3OR16-11,ENSG00000270318
52741,RP11-2L8.2,ENSG00000270321
52742,RP11-697E2.10,ENSG00000270322
52743,AP000860.2,ENSG00000270323
52744,RP11-180P8.4,ENSG00000270324
52745,BNIP3P9,ENSG00000270325
52746,RP5-874C20.6,ENSG00000270326
52747,RP11-33E15.1,ENSG00000270328
52748,RP5-892F13.2,ENSG00000270330
52749,SMC2-AS1,ENSG00000270332
52750,RP11-566F5.2,ENSG00000270333
52751,RP11-642D6.1,ENSG00000270335
52752,RP11-521F1.1,ENSG00000270336
52753,AC243756.1,ENSG00000270339
52754,RP11-478L17.1,ENSG00000270342
52755,UNGP3,ENSG00000270343
52756,RP11-734K2.4,ENSG00000270344
52757,CTC-339O9.2,ENSG00000270347
52758,MTND4LP5,ENSG00000270350
52759,RP11-111N20.4,ENSG00000270352
52760,RP11-547M24.1,ENSG00000270354
52761,IGHV1OR15-4,ENSG00000270356
52762,RP11-2G1.3,ENSG00000270359
52763,RP11-307C12.13,ENSG00000270361
52764,HMGN3-AS1,ENSG00000270362
52765,RP11-331G2.6,ENSG00000270367
52766,RP11-144G6.13,ENSG00000270369
52767,RP11-417P24.1,ENSG00000270371
52768,RP11-109M17.2,ENSG00000270372
52769,RP11-384L8.2,ENSG00000270377
52770,RP11-108K3.5,ENSG00000270378
52771,HEATR9,ENSG00000270379
52772,RP11-470L19.5,ENSG00000270380
52773,RP11-290D2.5,ENSG00000270381
52774,RP1-152L7.9,ENSG00000270382
52775,U1,ENSG00000270384
52776,GS1-21A4.2,ENSG00000270385
52777,none,ENSG00000270386
52778,RP11-315D13.1,ENSG00000270387
52779,MTCO3P22,ENSG00000270388
52780,RP11-470B22.1,ENSG00000270390
52781,PFN1P2,ENSG00000270392
52782,AC000095.9,ENSG00000270393
52783,MTRNR2L13,ENSG00000270394
52784,MREGP1,ENSG00000270395
52785,RP6-166C19.16,ENSG00000270397
52786,RP11-464I4.1,ENSG00000270400
52787,RP11-812E19.14,ENSG00000270401
52788,CTC-412M14.5,ENSG00000270402
52789,RP11-35P15.1,ENSG00000270403
52790,RP11-208G20.3,ENSG00000270405
52791,RP11-44D5.1,ENSG00000270409
52792,RP13-379L11.3,ENSG00000270411
52793,RP11-92C4.6,ENSG00000270412
52794,RP11-810O3.2,ENSG00000270413
52795,DPPA3P3,ENSG00000270415
52796,REXO1L4P,ENSG00000270416
52797,CAHM,ENSG00000270419
52798,RP11-351O1.4,ENSG00000270421
52799,AL133247.3,ENSG00000270422
52800,RP11-361A21.3,ENSG00000270423
52801,RP11-1348G14.6,ENSG00000270424
52802,CTA-369K23.1,ENSG00000270425
52803,RP11-326I11.5,ENSG00000270426
52804,NRBF2P5,ENSG00000270427
52805,KNOP1P2,ENSG00000270429
52806,RP11-42L13.3,ENSG00000270430
52807,RP1-241P17.7,ENSG00000270431
52808,OR7E108P,ENSG00000270432
52809,RP11-124D2.7,ENSG00000270433
52810,RP11-175I17.6,ENSG00000270434
52811,RP11-304C12.4,ENSG00000270435
52812,RP11-511I11.2,ENSG00000270437
52813,RP11-19H6.1,ENSG00000270440
52814,RP11-694I15.7,ENSG00000270441
52815,CTB-95D12.1,ENSG00000270442
52816,RP1-223H12.5,ENSG00000270443
52817,AZU1P1,ENSG00000270444
52818,RP11-972P1.8,ENSG00000270445
52819,RP6-43L17.1,ENSG00000270446
52820,RP11-569H17.1,ENSG00000270447
52821,RP11-681H10.1,ENSG00000270449
52822,IGKV2OR2-7,ENSG00000270450
52823,IGHD4OR15-4B,ENSG00000270451
52824,CTB-10G5.1,ENSG00000270453
52825,PABPC1P5,ENSG00000270455
52826,RP6-166C19.14,ENSG00000270456
52827,RP11-467C18.1,ENSG00000270457
52828,RP11-644F5.17,ENSG00000270458
52829,RP11-796E10.1,ENSG00000270460
52830,RP11-342K6.3,ENSG00000270462
52831,IGHV3OR16-12,ENSG00000270467
52832,RP11-411B10.8,ENSG00000270469
52833,RP11-601H16.1,ENSG00000270470
52834,IGHV3OR16-9,ENSG00000270472
52835,IGHV3-29,ENSG00000270474
52836,CTC-451A6.5,ENSG00000270475
52837,RP1-72E17.2,ENSG00000270477
52838,BNIP3P37,ENSG00000270479
52839,RP11-57B24.1,ENSG00000270480
52840,RP11-131L12.2,ENSG00000270482
52841,RP3-399J4.4,ENSG00000270484
52842,RP11-230C9.3,ENSG00000270487
52843,RP11-245G13.1,ENSG00000270488
52844,RP11-622C24.1,ENSG00000270490
52845,RP4-743O11.1,ENSG00000270491
52846,RP13-685P2.8,ENSG00000270492
52847,RP6-166C19.22,ENSG00000270493
52848,RP11-119F7.6,ENSG00000270494
52849,CTD-2134P3.2,ENSG00000270495
52850,BNIP3P7,ENSG00000270496
52851,RP1-290F12.3,ENSG00000270497
52852,MKI67P1,ENSG00000270499
52853,COX6CP4,ENSG00000270500
52854,YTHDF2P1,ENSG00000270503
52855,RP11-420L9.5,ENSG00000270504
52856,IGHV1OR15-1,ENSG00000270505
52857,RP11-511B23.4,ENSG00000270506
52858,CTA-21C21.1,ENSG00000270507
52859,RP11-301G19.2,ENSG00000270509
52860,RP11-777F6.3,ENSG00000270510
52861,RP5-1136G2.1,ENSG00000270512
52862,RP11-116B13.1,ENSG00000270513
52863,RP11-500M10.1,ENSG00000270516
52864,CTB-159G17.3,ENSG00000270518
52865,RP11-24C14.1,ENSG00000270521
52866,RP11-168P13.1,ENSG00000270522
52867,RP11-145P16.3,ENSG00000270523
52868,QTRT1P1,ENSG00000270524
52869,SNRPGP19,ENSG00000270526
52870,RP11-674I16.2,ENSG00000270528
52871,RP11-169K17.2,ENSG00000270531
52872,PEBP1P2,ENSG00000270532
52873,bP-21201H5.1,ENSG00000270533
52874,TCEB1P34,ENSG00000270535
52875,RP11-3B7.7,ENSG00000270538
52876,RP11-785G17.1,ENSG00000270540
52877,RP11-478B11.2,ENSG00000270541
52878,RP11-311H10.7,ENSG00000270542
52879,CTC-523E23.14,ENSG00000270544
52880,LINC01235,ENSG00000270547
52881,RP11-293K19.1,ENSG00000270549
52882,IGHV3-30,ENSG00000270550
52883,DUXAP3,ENSG00000270552
52884,RP11-15E18.5,ENSG00000270553
52885,RP11-225N10.3,ENSG00000270554
52886,RP11-1394O16.1,ENSG00000270555
52887,RP11-546J1.1,ENSG00000270557
52888,CTD-2124B8.2,ENSG00000270558
52889,APOOP1,ENSG00000270560
52890,RP11-154H23.3,ENSG00000270562
52891,RP11-127H13.1,ENSG00000270569
52892,RP1-85D24.1,ENSG00000270570
52893,RP11-355F16.1,ENSG00000270571
52894,RP11-171I2.2,ENSG00000270574
52895,RP11-21M7.2,ENSG00000270575
52896,RP5-1021I20.7,ENSG00000270576
52897,RP5-1147A1.1,ENSG00000270577
52898,RP11-712B9.5,ENSG00000270578
52899,PKD1P6-NPIPP1,ENSG00000270580
52900,RP11-471G13.5,ENSG00000270583
52901,RP11-362B23.1,ENSG00000270584
52902,RP11-568G11.4,ENSG00000270585
52903,RP11-51F16.9,ENSG00000270587
52904,RP11-810F22.1,ENSG00000270588
52905,RP11-348N5.7,ENSG00000270589
52906,RP11-73M18.11,ENSG00000270591
52907,RP11-455J15.1,ENSG00000270593
52908,RP11-396C23.3,ENSG00000270598
52909,PRAMEF5,ENSG00000270601
52910,HCG17,ENSG00000270604
52911,RP5-1092A3.4,ENSG00000270605
52912,RP11-713H12.2,ENSG00000270606
52913,RP11-359E10.1,ENSG00000270607
52914,RP11-486O13.3,ENSG00000270610
52915,GS1-69O6.1,ENSG00000270611
52916,RP11-34P1.4,ENSG00000270612
52917,CTC-325H20.7,ENSG00000270614
52918,SGO1P1,ENSG00000270615
52919,URGCP-MRPS24,ENSG00000270617
52920,RP11-388E23.4,ENSG00000270618
52921,RP11-197B12.1,ENSG00000270619
52922,RP1-134O19.3,ENSG00000270620
52923,SPCS2P2,ENSG00000270623
52924,LOC401913,ENSG00000270624
52925,RP4-555N2.4,ENSG00000270625
52926,RP11-216F5.1,ENSG00000270627
52927,NBPF14,ENSG00000270629
52928,RP11-710N8.3,ENSG00000270631
52929,RP11-340C20.3,ENSG00000270632
52930,RP4-777G9.1,ENSG00000270634
52931,RP3-466P17.1,ENSG00000270638
52932,ECM1P1,ENSG00000270639
52933,RP11-373D23.2,ENSG00000270640
52934,TSIX,ENSG00000270641
52935,RP6-166C19.15,ENSG00000270646
52936,TAF15,ENSG00000270647
